0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2008_000008.jpg
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2008_000015.jpg
2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2008_000019.jpg
3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2008_000023.jpg
4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2008_000028.jpg
5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2008_000033.jpg
6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2008_000036.jpg
7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2008_000037.jpg
8	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	2008_000041.jpg
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2008_000045.jpg
10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2008_000053.jpg
11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2008_000060.jpg
12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2008_000066.jpg
13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2008_000070.jpg
14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2008_000074.jpg
15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2008_000085.jpg
16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2008_000089.jpg
17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2008_000093.jpg
18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2008_000095.jpg
19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2008_000096.jpg
20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2008_000097.jpg
21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2008_000099.jpg
22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2008_000103.jpg
